
-4.5338,0.23073,-0.39844,1
-5.2832,-0.19497,-0.4679,1
-3.5975,1.685,1.4464,1
-6.367,-1.4349,-0.64973,1
-4.9591,-0.13276,-0.40034,1
-4.3065,1.427,1.7679,1
-3.6185,1.6577,1.6261,1
-3.0617,1.6374,0.48507,1
-4.8921,0.35343,0.59519,1
-6.8723,-1.8846,-0.63925,1
-5.9318,-0.59291,0.25095,1
-6.3325,-0.68954,0.16366,1
-2.0496,2.1232,0.18291,1
-5.7727,-0.31886,1.2908,1
-4.061,1.4431,0.99108,1
-5.2415,-0.20651,1.0529,1
-3.8846,1.7198,1.4464,1
-5.9601,-0.83385,-0.309,1
-6.7602,-2.122,-1.8856,1
-6.7854,-2.5183,-2.5021,1
-4.3872,0.44094,-0.59338,1
-5.2226,0.070701,0.63414,1
-5.2461,-0.10555,1.0533,1
-3.2184,1.821,1.1067,1
-4.634,0.11604,0.18619,1
-4.7517,0.28745,0.93181,1
-3.0071,1.2179,-1.9783,1
-6.0098,-1.237,-0.92051,1
-4.1256,0.49548,-0.11803,1
-3.9518,1.1791,1.0745,1
-5.3059,-0.29052,-0.8369,1
-4.7293,-0.1982,-1.2978,1
-6.4634,-1.367,0.013921,1
-6.4409,-1.6113,-0.9682,1
-4.8684,-0.13722,-0.11504,1
-4.0934,1.1814,0.32524,1
-1.7546,3.0677,0.10134,1
-5.8371,-0.62459,0.46498,1
-4.7649,0.56362,1.3614,1
-5.1035,-0.026208,1.0187,1
-7.4264,-2.0458,-1.1884,1
-5.551,-0.24712,-0.43899,1
-7.2527,-1.6424,-0.67147,1
-3.9451,1.1682,0.61661,1
-6.1147,-0.48801,0.31451,1
-4.8744,0.12586,0.79552,1
-5.6835,-0.65543,-1.0555,1
-4.619,1.0181,0.31539,1
-5.7535,-0.90069,-0.45992,1
-4.385,0.57185,0.8518,1
-4.0719,1.2232,0.4597,1
-2.8512,2.0603,0.015366,1
-5.2437,0.3206,0.82687,1
-7.6841,-2.0975,-0.98458,1
-6.0539,-0.86817,-0.093484,1
-3.2997,1.2809,0.42022,1
-6.3458,-1.0329,0.12712,1
-3.7938,0.58482,-1.6948,1
-4.8443,0.24035,-0.087229,1
-3.1966,1.9952,0.92008,1
-7.4614,-2.21,0.45708,1
-5.2482,0.11169,1.0601,1
-6.5161,-0.61774,0.95142,1
-1.3498,3.7607,2.4503,1
-3.9642,1.069,-0.10222,1
-3.2691,1.8627,0.75621,1
-6.3283,-1.0716,0.70911,1
-5.5882,-1.0604,-0.24116,1
-5.342,-0.48093,0.022159,1
-3.6212,1.7619,1.5356,1
-5.3488,-0.34193,-0.46356,1
-4.1194,1.0474,1.0851,1
-7.5755,-2.7917,-1.9227,1
-5.4442,-0.38864,0.24052,1
-6.0338,-0.72912,0.27779,1
-6.9796,-2.3749,-0.8847,1
-4.3624,0.72951,0.18807,1
-4.646,0.25887,0.33573,1
-4.958,-0.32706,-0.19617,1
-6.6741,-1.5742,-1.0222,1
-3.5847,0.57935,-0.82506,1
-4.5604,-0.41994,-0.45659,1
-5.3754,-0.80847,-0.86874,1
-4.9713,-0.35932,-0.85872,1
-5.3289,-0.7636,-0.65781,1
-7.1969,-2.7192,-2.0023,1
-5.3586,-0.22169,0.3476,1
-6.0436,-1.5936,-1.495,1
-6.2291,-1.1021,-0.29153,1
-6.4515,-1.0455,0.38781,1
-5.6697,-0.62481,0.57357,1
-7.5138,-2.3056,-0.41203,1
-3.7897,0.98017,1.0204,1
-4.3472,0.030242,-1.9934,1
-5.0251,-0.0405,-0.292,1
-5.0436,0.33385,0.79253,1
-6.0019,-0.25584,0.45113,1
-3.7213,1.0236,-0.64962,1
-5.1672,-0.79008,-0.83765,1
-5.8969,-0.77073,0.20136,1
-3.3037,1.727,0.92111,1
-5.2821,-0.35131,-0.017381,1
-5.7394,-1.1366,-1.5111,1
-5.3687,0.44553,1.0265,1
-6.0643,-1.9113,-2.0203,1
-6.406,-1.5087,-1.1553,1
-1.8293,2.4388,0.1877,1
-2.922,1.688,1.4983,1
-4.614,0.48352,0.062071,1
-6.578,-1.4163,0.0027191,1
-6.0864,-1.2891,-1.3985,1
-5.2216,0.09642,1.2362,1
-4.0066,1.1681,0.17671,1
-6.672,-1.3053,0.083364,1
-7.9245,-2.8904,-1.4998,1
-6.8189,-1.2859,0.49255,1
-4.5814,0.64754,0.5904,1
-4.5088,1.4355,1.8724,1
-4.433,0.94271,2.5764,1
-5.1635,0.29859,0.40499,1
-4.7694,0.23546,0.077736,1
-5.5977,-1.059,0.44209,1
-3.918,0.86335,-0.5926,1
-6.7092,-1.8877,-0.71532,1
-4.4288,0.31229,-0.83655,1
-6.0653,-0.7761,0.66044,1
-5.4204,-0.60864,-0.32661,1
-4.3061,0.29753,-0.054884,1
-3.6957,1.0556,-0.063742,1
-6.4029,-1.3697,-0.38273,1
-3.4176,1.6338,1.58,1
-4.1714,0.40065,-1.711,1
-5.0852,0.044322,-0.72651,1
-5.245,-0.19788,0.21806,1
-5.2731,0.26175,0.47616,1
-5.3805,-0.43754,-0.42751,1
-4.9711,-0.025467,-0.93204,1
-4.9356,-0.39659,-1.3119,1
-3.9631,0.42605,-0.89491,1
-3.0833,1.9067,0.36533,1
-4.4139,0.44876,-0.49358,1
-5.2632,-0.04889,0.03696,1
-4.2152,0.38316,-0.92846,1
-4.77,0.95816,2.1602,1
-6.2926,-1.1566,-0.85018,1
-3.8085,1.5181,2.1073,1
-4.6146,0.27063,-0.25805,1
-4.8303,0.094734,-0.88506,1
-4.3532,0.87149,0.32115,1
-4.6719,0.52231,1.0126,1
-6.1818,-1.5376,-0.53064,1
-5.2038,-0.78725,-1.0404,1
-5.1833,-0.59872,-0.65855,1
-5.6678,-1.174,-0.82666,1
-2.8886,1.9903,-0.16799,1
-6.0992,-1.1844,-0.93686,1
-5.6073,-0.70921,-1.4692,1
-5.8937,-1.3631,-1.466,1
-6.4739,-1.0693,0.65227,1
-5.2413,-0.053532,0.64259,1
-5.344,-0.35543,1.1307,1
-3.0794,2.1873,1.3681,1
-5.3126,-0.63187,-1.9216,1
-6.3358,-1.0828,0.8559,1
-2.9873,2.0109,1.5553,1
-3.4502,1.58,0.36644,1
-5.2882,-0.55277,-0.46802,1
-6.8906,-1.6339,0.11825,1
-5.5581,-0.72064,-0.30513,1
-5.1957,-0.53177,-0.29008,1
-4.6535,-0.14617,-0.80406,1
-5.3278,0.099114,0.60814,1
-4.4434,0.18881,-0.37945,1
-4.5081,0.39088,-0.42404,1
-6.5699,-1.9336,-0.49802,1
-6.1899,-1.2244,-0.55097,1
-5.9303,-2.1264,-2.1428,1
-5.6374,-1.0175,-1.4292,1
-5.4024,-0.93087,-1.7226,1
-4.9843,-0.38083,-0.75618,1
-8.8023,-3.6254,-1.4002,1
-5.5737,-0.66125,0.28094,1
-3.4404,2.2108,2.1568,1
-6.339,-1.4703,-0.48439,1
-3.828,0.99444,-0.65027,1
-4.5603,-0.20202,-1.5163,1
-5.0364,-0.21999,-0.23015,1
-4.771,-0.30815,-1.0655,1
-6.9645,-1.8184,0.17811,1
-5.1061,0.23365,1.3239,1
-2.9867,2.0332,0.54103,1
-4.8766,-0.15808,0.040956,1
-4.9481,-0.58717,-0.33587,1
-5.9215,-0.28945,0.93375,1
-5.0387,0.76303,2.3401,1
-4.7084,0.31867,0.77001,1
-4.4648,0.11277,-0.41508,1
-5.468,0.030903,1.1969,1
-5.2968,-0.50751,-0.39096,1
-2.4598,2.1834,0.17726,1
-7.8347,-2.2954,-0.0037539,1
-2.2015,2.0672,-0.13244,1
-4.5763,-0.36795,-1.4508,1
-3.7447,1.3334,1.6614,1
-7.0889,-1.7899,-0.20351,1
-5.7406,-0.6529,1.3946,1
-5.349,-0.13157,0.078086,1
-4.4694,0.91616,1.2304,1
-7.0965,-1.5749,0.96241,1
-4.408,0.32991,1.3183,1
-6.5224,-1.1026,0.29427,1
-4.9169,0.14493,-0.30151,1
-4.1811,0.56581,0.33946,1
-4.5895,-0.082661,-1.4611,1
-3.6411,1.5182,0.69359,1
-3.7371,1.0387,0.27454,1
-5.817,-0.74307,0.63661,1
-4.6773,-0.0084727,0.35225,1
-6.1854,-1.7087,-1.4452,1
-6.6591,-1.4788,0.15885,1
-3.8391,1.0573,0.11322,1
-4.9999,0.46741,1.2122,1
-5.0689,0.24826,1.6235,1
-3.8563,1.476,1.1584,1
-4.2537,0.40341,-0.47603,1
-4.5604,0.044565,-0.80931,1
-3.4307,0.96738,-0.024818,1
-3.8329,1.2814,1.4445,1
-4.699,1.3675,3.2398,1
-5.8666,-0.52371,0.28672,1
-5.8178,-1.0632,-0.6867,1
-3.5036,1.7201,0.66333,1
-7.0232,-2.3247,-0.46709,1
-5.0307,-0.58383,-1.0476,1
-7.4462,-1.9993,-0.47893,1
-3.719,0.89016,1.0645,1
-3.9184,1.1309,0.99414,1
-4.9985,0.5496,1.3889,1
-5.0889,0.073513,-0.31405,1
-8.1208,-2.5451,-0.014169,1
-4.2705,0.053715,-0.61604,1
-7.752,-2.306,-0.95715,1
-7.9112,-1.8786,0.51907,1
-4.8997,0.3044,0.17864,1
-6.1906,-1.7098,-1.1259,1
-4.4835,0.40202,-0.56089,1
-4.1502,0.59678,0.51389,1
-3.9234,1.1523,1.5909,1
-5.8676,-0.64764,-0.13652,1
-4.4359,0.68355,0.443,1
-4.8737,-0.024113,0.06894,1
-3.9631,0.73242,0.56358,1
-4.327,0.39717,0.079086,1
-3.8729,1.3827,1.1498,1
-5.1656,-0.87655,-1.6169,1
-5.1848,-0.25294,-0.3297,1
-3.735,1.2839,0.90458,1
-7.6657,-2.7378,-0.28176,1
-5.6334,-0.40405,0.47048,1
-6.5949,-1.5136,-1.1967,1
-5.4802,-0.81312,-0.55115,1
-4.1858,0.82146,0.29805,1
-3.9635,0.86107,-0.02343,1
-6.274,-1.3466,-0.78183,1
-5.5913,-0.82813,-1.1672,1
-4.828,0.18419,-0.088308,1
-5.3664,-1.0609,-1.8411,1
-4.6211,0.19768,-0.37447,1
-4.498,0.25582,-0.16743,1
-6.1673,-1.4429,-0.87924,1
-5.222,0.047623,0.26973,1
-7.6763,-2.7795,-1.3797,1
-3.5623,1.5501,0.81608,1
-5.7897,-0.3553,0.7113,1
-6.5111,-1.4689,0.1746,1
-5.3188,-0.18868,0.45197,1
-6.7933,-1.4214,-0.23761,1
-5.0262,-0.055954,0.2739,1
-5.7038,-0.44482,0.034224,1
-2.2664,2.0546,-1.093,1
-3.571,1.7641,-0.13435,1
-8.1342,-3.3056,-2.5743,1
-4.446,-0.19675,-1.2513,1
-6.755,-1.0953,0.10617,1
-5.3202,-0.32271,-0.54439,1
-4.7936,0.36723,0.39702,1
-4.0614,0.73281,-0.35306,1
-5.3427,-0.7171,-1.17,1
-3.0214,0.64554,-1.2272,1
-5.6037,-0.3183,0.70432,1
-4.5889,0.27125,1.2971,1
-4.1656,0.70042,0.2762,1
-4.8931,0.25772,0.34774,1
-3.8942,0.47695,-0.99476,1
-4.5943,0.093643,-0.50217,1
-5.9843,-0.46978,0.48676,1
-7.2662,-1.8782,-1.2353,1
-2.667,1.674,-0.36144,1
-5.7588,-1.5657,-1.3379,1
-4.8703,-0.10179,-0.68434,1
-4.2931,0.74198,0.63512,1
-4.8574,0.50016,1.2611,1
-6.1356,-1.0215,0.34362,1
-5.5871,-0.9844,-0.51656,1
-5.1568,-0.026712,-1.1095,1
-3.1436,1.2725,-0.59776,1
-6.0805,-1.3812,-0.47708,1
-4.0151,0.66278,0.053145,1
-4.6126,-0.11829,-0.74394,1
-5.2935,-0.37909,-0.027957,1
-6.3267,-1.5868,-0.37692,1
-5.3567,-0.44363,-0.21675,1
-5.1088,-0.28162,-0.78401,1
-6.8444,-1.878,-0.92596,1
-4.7588,0.028469,-0.39926,1
-6.0322,-0.48088,1.0686,1
-5.1183,0.12768,0.62539,1
-4.578,0.41619,0.4739,1
-6.1355,-1.6297,-1.2731,1
-5.3618,-0.97079,-1.4471,1
-4.5606,-0.35645,-1.2111,1
-7.3044,-1.1314,1.2725,1
-3.6996,1.5905,0.26831,1
-1.9568,2.9353,1.1678,1
-3.7957,0.74218,0.19431,1
-5.3964,-0.81609,-0.97936,1
-4.462,0.71469,1.4288,1
-6.3004,-0.60144,1.0322,1
-2.6429,1.5359,-0.73467,1
-3.8192,0.92489,-0.057118,1
-4.0117,0.88786,0.073495,1
-6.0994,-1.8007,-1.5769,1
-4.5984,0.70205,1.132,1
-5.7008,-0.81449,-0.65924,1
-5.3909,0.38114,1.4823,1
-5.7155,-0.81893,0.51069,1
-6.2875,-1.04,0.43756,1
-6.1407,-1.508,-0.66459,1
-5.2635,-0.48901,-0.97443,1
-7.1325,-2.4422,-1.7408,1
-4.2373,0.86354,0.63393,1
